206098040,shop:convenience,
206098347,shop:convenience,
546946865,leisure:park,
549061127,leisure:park,
549067434,leisure:park,
552312904,shop:supermarket,
552312921,shop:supermarket,
553676796,shop:supermarket,
553693194,leisure:park,
554205087,shop:convenience,
554205091,shop:convenience,
554766593,leisure:park,
557165160,shop:convenience,
557860539,shop:convenience,
617353163,shop:supermarket,
619304155,shop:convenience,
653326120,leisure:park,
653326134,leisure:park,
664555851,shop:supermarket,
666831476,leisure:park,
666846950,shop:supermarket,
666846960,leisure:park,
667589659,leisure:park,
669041281,leisure:park,
671425844,shop:supermarket,
671439459,shop:convenience,
671463864,shop:convenience,
672250578,shop:convenience,
672816566,shop:convenience,
676150713,leisure:park,
676439589,leisure:park,
697898026,leisure:park,
702591182,shop:convenience,
702591183,shop:convenience,
702594127,shop:convenience,
717453693,leisure:park,
737076391,leisure:park,
737367895,leisure:park,
737440878,leisure:park,
737440879,leisure:park,
739484902,leisure:park,
739710946,shop:convenience,
740622169,shop:convenience,
740622179,shop:convenience,
740622181,shop:convenience,
742743169,shop:convenience,
776095233,leisure:park,
794268571,shop:convenience,
1034126609,shop:convenience,
1631240637,leisure:park,name:南伊川児童遊園,
3669756724,name:デイリーマート,shop:convenience,
3669767434,name:ディスカウントドラッグ コスモス 伊岐須店,shop:supermarket,
3669767435,name:7-Eleven,shop:convenience,
3669767436,name:ミニストップ,shop:convenience,
3669767437,name:ローソン,shop:convenience,
3669767438,name:セブン-イレブン,shop:convenience,
3669767444,name:セブン-イレブン,shop:convenience,
3669767445,name:ファミリーマート,shop:convenience,
3669767446,name:ミスターマックス,shop:supermarket,
3669767447,name:ファディ,shop:supermarket,
3669767449,name:セブンイレブン,shop:convenience,
3669779925,name:トレードマート相田店,shop:supermarket,
3671178398,name:ファミリーマート,shop:convenience,
3671178399,name:セブン-イレブン,shop:convenience,
4252841777,name:セブンイレブン 飯塚庄司店,shop:convenience,
4829153921,name:トライアル上三緒店,shop:supermarket,
6503252445,leisure:park,name:八木山展望公園,
6503252449,name:ハローデイ 九工大前店,shop:supermarket,
6900644234,name:ローソン,shop:convenience,
6910379596,amenity:atm,
8784666407,name:セブン-イレブン,shop:convenience,
8784720760,name:セブン-イレブン,shop:convenience,
8784826161,name:セブン-イレブン,shop:convenience,
8787338428,name:セブン-イレブン,shop:convenience,
8958557977,name:ファミリーマート,shop:convenience,
8958560630,name:ファミリーマート,shop:convenience,
8958652559,name:セブン-イレブン,shop:convenience,
9211367131,name:セブン-イレブン,shop:convenience,
9706172635,name:ローソン,shop:convenience,
